,labels,source,path
44,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_01/03-01-07-01-01-02-01.wav
45,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_01/03-01-06-01-02-01-01.wav
46,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_01/03-01-07-02-02-01-01.wav
47,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_01/03-01-05-02-02-02-01.wav
48,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_01/03-01-07-01-02-01-01.wav
49,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_01/03-01-05-02-02-01-01.wav
50,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_01/03-01-06-02-02-02-01.wav
51,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_01/03-01-08-02-01-02-01.wav
52,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_01/03-01-08-02-02-02-01.wav
53,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_01/03-01-07-02-02-02-01.wav
54,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_01/03-01-08-01-01-01-01.wav
55,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_01/03-01-08-02-02-01-01.wav
56,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_01/03-01-08-01-02-01-01.wav
57,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_01/03-01-08-02-01-01-01.wav
58,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_01/03-01-08-01-02-02-01.wav
59,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_01/03-01-08-01-01-02-01.wav
60,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-01-01-01-02-02.wav
61,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-01-01-02-01-02.wav
62,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-01-01-01-01-02.wav
63,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-02-02-02-02-02.wav
64,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-02-02-01-01-02.wav
65,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-02-01-02-01-02.wav
66,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-03-01-02-02-02.wav
67,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-02-01-01-01-02.wav
68,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-01-01-02-02-02.wav
69,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-02-01-02-02-02.wav
70,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-02-02-01-02-02.wav
71,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-03-01-01-02-02.wav
72,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-02-02-02-01-02.wav
73,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-02-01-01-02-02.wav
74,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-03-01-01-01-02.wav
75,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-03-01-02-01-02.wav
76,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-04-02-01-02-02.wav
77,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-04-02-01-01-02.wav
78,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-03-02-02-02-02.wav
79,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-04-02-02-02-02.wav
80,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-03-02-01-02-02.wav
81,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-03-02-01-01-02.wav
82,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-04-01-02-01-02.wav
83,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-03-02-02-01-02.wav
84,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-04-01-01-02-02.wav
85,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-05-01-01-01-02.wav
86,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-04-01-01-01-02.wav
87,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-04-01-02-02-02.wav
88,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-04-02-02-01-02.wav
89,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-05-01-01-02-02.wav
90,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-06-01-02-01-02.wav
91,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-06-01-02-02-02.wav
92,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-05-02-01-01-02.wav
93,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-06-02-01-02-02.wav
94,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-06-02-02-01-02.wav
95,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-05-02-02-01-02.wav
96,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-06-01-01-02-02.wav
97,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-06-01-01-01-02.wav
98,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-05-01-02-02-02.wav
99,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-05-02-02-02-02.wav
100,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-05-02-01-02-02.wav
101,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-05-01-02-01-02.wav
102,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-06-02-01-01-02.wav
103,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-07-02-01-01-02.wav
104,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-07-02-02-01-02.wav
105,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-07-01-01-01-02.wav
106,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-06-02-02-02-02.wav
107,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-07-02-02-02-02.wav
108,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-08-01-01-02-02.wav
109,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-08-01-01-01-02.wav
110,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-08-01-02-01-02.wav
111,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-07-01-01-02-02.wav
112,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-07-01-02-01-02.wav
113,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-07-01-02-02-02.wav
114,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-07-02-01-02-02.wav
115,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-08-02-02-01-02.wav
116,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-08-02-02-02-02.wav
117,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-08-01-02-02-02.wav
118,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-08-02-01-01-02.wav
119,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_02/03-01-08-02-01-02-02.wav
120,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-01-01-01-01-03.wav
121,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-01-01-01-02-03.wav
122,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-02-01-01-02-03.wav
123,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-02-01-02-02-03.wav
124,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-02-01-01-01-03.wav
125,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-01-01-02-01-03.wav
126,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-01-01-02-02-03.wav
127,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-02-01-02-01-03.wav
128,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-03-02-01-02-03.wav
129,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-04-01-02-02-03.wav
130,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-04-01-01-01-03.wav
131,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-04-01-01-02-03.wav
132,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-02-02-02-02-03.wav
133,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-03-02-02-02-03.wav
134,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-03-01-02-02-03.wav
135,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-02-02-01-02-03.wav
136,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-03-02-01-01-03.wav
137,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-02-02-01-01-03.wav
138,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-02-02-02-01-03.wav
139,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-03-01-01-02-03.wav
140,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-03-02-02-01-03.wav
141,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-03-01-01-01-03.wav
142,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-04-01-02-01-03.wav
143,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-03-01-02-01-03.wav
144,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-04-02-01-02-03.wav
145,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-06-01-01-02-03.wav
146,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-06-01-01-01-03.wav
147,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-05-01-01-02-03.wav
148,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-06-01-02-01-03.wav
149,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-05-02-02-01-03.wav
150,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-05-01-01-01-03.wav
151,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-05-02-02-02-03.wav
152,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-04-02-01-01-03.wav
153,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-05-02-01-02-03.wav
154,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-04-02-02-01-03.wav
155,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-05-01-02-02-03.wav
156,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-05-02-01-01-03.wav
157,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-04-02-02-02-03.wav
158,male_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-05-01-02-01-03.wav
159,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-07-01-01-02-03.wav
160,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-07-02-01-01-03.wav
161,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-07-02-02-02-03.wav
162,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-08-01-01-01-03.wav
163,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-08-01-01-02-03.wav
164,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-07-02-01-02-03.wav
165,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-06-02-01-01-03.wav
166,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-07-02-02-01-03.wav
167,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-06-02-01-02-03.wav
168,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-06-02-02-02-03.wav
169,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-07-01-01-01-03.wav
170,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-07-01-02-02-03.wav
171,male_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-07-01-02-01-03.wav
172,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-06-01-02-02-03.wav
173,male_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-06-02-02-01-03.wav
174,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-08-02-02-01-03.wav
175,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-08-01-02-02-03.wav
176,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-08-02-01-01-03.wav
177,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-08-02-02-02-03.wav
178,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-08-02-01-02-03.wav
179,male_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_03/03-01-08-01-02-01-03.wav
180,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-01-01-01-01-04.wav
181,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-01-01-02-02-04.wav
182,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-01-01-01-02-04.wav
183,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-01-01-02-01-04.wav
184,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-03-02-02-01-04.wav
185,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-03-01-02-02-04.wav
186,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-03-01-02-01-04.wav
187,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-03-01-01-01-04.wav
188,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-02-02-02-01-04.wav
189,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-03-02-02-02-04.wav
190,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-02-01-01-02-04.wav
191,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-03-02-01-02-04.wav
192,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-02-02-01-02-04.wav
193,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-02-01-02-02-04.wav
194,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-04-01-01-01-04.wav
195,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-02-02-01-01-04.wav
196,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-02-01-02-01-04.wav
197,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-03-01-01-02-04.wav
198,female_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-03-02-01-01-04.wav
199,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-02-01-01-01-04.wav
200,female_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-02-02-02-02-04.wav
201,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-04-01-02-01-04.wav
202,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-04-02-01-01-04.wav
203,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-05-01-01-01-04.wav
204,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-05-01-02-01-04.wav
205,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-05-01-01-02-04.wav
206,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-05-01-02-02-04.wav
207,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-05-02-01-01-04.wav
208,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-04-02-02-01-04.wav
209,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-04-01-02-02-04.wav
210,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-04-02-02-02-04.wav
211,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-05-02-01-02-04.wav
212,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-04-01-01-02-04.wav
213,female_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-04-02-01-02-04.wav
214,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-05-02-02-01-04.wav
215,female_angry,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-05-02-02-02-04.wav
216,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-07-01-01-02-04.wav
217,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-06-01-01-02-04.wav
218,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-07-01-02-01-04.wav
219,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-06-02-02-02-04.wav
220,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-06-01-01-01-04.wav
221,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-06-02-02-01-04.wav
222,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-06-02-01-02-04.wav
223,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-06-01-02-02-04.wav
224,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-06-02-01-01-04.wav
225,female_fear,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-06-01-02-01-04.wav
226,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-07-01-01-01-04.wav
227,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-07-02-01-01-04.wav
228,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-08-01-01-01-04.wav
229,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-07-02-02-01-04.wav
230,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-08-02-02-01-04.wav
231,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-07-01-02-02-04.wav
232,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-08-02-01-02-04.wav
233,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-08-01-01-02-04.wav
234,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-08-02-02-02-04.wav
235,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-08-01-02-01-04.wav
236,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-08-01-02-02-04.wav
237,female_surprise,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-08-02-01-01-04.wav
238,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-07-02-02-02-04.wav
239,female_disgust,RAVDESS,/content/drive/MyDrive/dataset/Actor_04/03-01-07-02-01-02-04.wav
240,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-02-01-01-02-05.wav
241,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-01-01-02-02-05.wav
242,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-01-01-01-02-05.wav
243,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-01-01-02-01-05.wav
244,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-01-01-01-01-05.wav
245,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-02-01-01-01-05.wav
246,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-02-02-01-02-05.wav
247,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-02-01-02-01-05.wav
248,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-02-02-01-01-05.wav
249,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-03-02-02-01-05.wav
250,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-03-02-01-01-05.wav
251,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-03-01-02-02-05.wav
252,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-03-01-01-02-05.wav
253,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-03-02-01-02-05.wav
254,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-03-01-02-01-05.wav
255,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-03-01-01-01-05.wav
256,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-02-02-02-01-05.wav
257,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-02-02-02-02-05.wav
258,male_neutral,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-02-01-02-02-05.wav
259,male_sad,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-04-02-01-02-05.wav
260,male_happy,RAVDESS,/content/drive/MyDrive/dataset/Actor_05/03-01-03-02-02-02-05.wav
